xrsb_flux,status,time,background_flux,flare_class,integrated_flux,flare_id
4.73338e-08,EVENT_START,539872860.0,4.7575107e-08,,3.3819822e-05,201702090041
1.9309573e-07,EVENT_PEAK,539873340.0,4.7575107e-08,B1.9,8.711755e-05,201702090041
1.13640155e-07,EVENT_END,539873820.0,4.7575107e-08,,0.00012447171,201702090041
4.6692353e-08,POST_EVENT,539874900.0,,,,201702090041
4.287903e-08,EVENT_START,539875860.0,4.8130094e-08,,3.7598642e-05,201702090131
2.2459952e-07,EVENT_PEAK,539876400.0,4.8130094e-08,B2.2,7.3152485e-05,201702090131
6.6677664e-08,EVENT_END,539876640.0,4.8130094e-08,,7.715315e-05,201702090131
5.774642e-08,EVENT_START,539876700.0,8.2407034e-08,,5.047577e-05,201702090145
9.100281e-07,EVENT_PEAK,539877060.0,8.2407034e-08,B9.1,0.0002884977,201702090145
3.423239e-07,EVENT_END,539877420.0,8.2407034e-08,,0.00036285166,201702090145
1.02227276e-07,EVENT_START,539879460.0,1.0340726e-07,,6.0807077e-05,201702090231
1.7050675e-07,EVENT_PEAK,539880000.0,1.0340726e-07,B1.7,0.000110203735,201702090231
1.2022446e-07,EVENT_END,539880540.0,1.0340726e-07,,0.00015982517,201702090231
1.03771e-07,EVENT_START,539880900.0,9.83742e-08,,6.414141e-05,201702090255
2.0300834e-07,EVENT_PEAK,539881140.0,9.83742e-08,B2.0,7.4737385e-05,201702090255
1.752752e-07,EVENT_START,539881380.0,1.752752e-07,,7.213293e-05,201702090303
4.673703e-07,EVENT_PEAK,539881740.0,1.752752e-07,B4.6,0.00019869898,201702090303
2.6184568e-07,EVENT_END,539882160.0,1.752752e-07,,0.00027686142,201702090303
2.4229885e-07,EVENT_START,539882460.0,2.476385e-07,,9.2939765e-05,201702090321
1.1443364e-06,EVENT_PEAK,539882760.0,2.476385e-07,C1.1,0.00035028203,201702090321
4.3210753e-07,EVENT_END,539883000.0,2.476385e-07,,0.00037620848,201702090321
2.4666255e-07,POST_EVENT,539883660.0,,,,201702090321
4.4309015e-08,EVENT_START,539890080.0,4.6160874e-08,,3.454302e-05,201702090528
4.748921e-07,EVENT_PEAK,539890920.0,4.6160874e-08,B4.7,0.0002886419,201702090528
2.2177115e-07,EVENT_END,539891400.0,4.6160874e-08,,0.00037373925,201702090528
8.4304055e-08,EVENT_START,539892180.0,8.802312e-08,,3.9964503e-05,201702090603
2.7964387e-07,EVENT_PEAK,539892720.0,8.802312e-08,B2.7,0.00014016766,201702090603
1.2854387e-07,EVENT_END,539892960.0,8.802312e-08,,0.00014788029,201702090603
1.0837974e-07,EVENT_START,539893680.0,1.0990194e-07,,5.0524104e-05,201702090628
2.365553e-07,EVENT_PEAK,539894100.0,1.0990194e-07,B2.3,0.00011296103,201702090628
1.5109036e-07,EVENT_END,539894400.0,1.0990194e-07,,0.00013182222,201702090628
1.2185394e-07,EVENT_START,539895060.0,1.2254777e-07,,8.246057e-05,201702090651
9.719957e-07,EVENT_PEAK,539895720.0,1.2254777e-07,B9.7,0.00030412406,201702090651
3.399052e-07,EVENT_END,539895960.0,1.2254777e-07,,0.0003245184,201702090651
1.1829591e-07,POST_EVENT,539897460.0,,,,201702090651
8.889597e-08,EVENT_START,539897940.0,9.2789506e-08,,3.906766e-05,201702090739
1.6938363e-07,EVENT_PEAK,539898180.0,9.2789506e-08,B1.6,6.575355e-05,201702090739
1.0984908e-07,EVENT_END,539898960.0,9.2789506e-08,,0.00015137903,201702090739
9.2394565e-08,POST_EVENT,539899800.0,,,,201702090739
1.998913e-08,EVENT_START,539904540.0,2.3269395e-08,,2.5726851e-05,201702090929
2.1928545e-07,EVENT_PEAK,539905020.0,2.3269395e-08,B2.1,5.538911e-05,201702090929
6.8405974e-08,EVENT_END,539905260.0,2.3269395e-08,,5.9493468e-05,201702090929
2.3098643e-08,POST_EVENT,539906580.0,,,,201702090929
5.3449092e-08,EVENT_START,539913420.0,7.1134906e-08,,4.697865e-05,201702091157
1.0382843e-07,EVENT_PEAK,539913840.0,7.1134906e-08,B1.0,5.8214162e-05,201702091157
8.537278e-08,EVENT_END,539914140.0,7.1134906e-08,,6.856143e-05,201702091157
6.9753604e-08,POST_EVENT,539915160.0,,,,201702091157
1.894701e-08,EVENT_START,540239100.0,1.9266556e-08,,3.375994e-05,201702130625
1.13864296e-07,EVENT_PEAK,540239700.0,1.9266556e-08,B1.1,6.6446475e-05,201702130625
6.116189e-08,EVENT_END,540240660.0,1.9266556e-08,,0.00013633858,201702130625
1.9155504e-08,POST_EVENT,540241980.0,,,,201702130625
3.2890153e-08,EVENT_START,540595500.0,2.976755e-08,,3.6106423e-05,201702170925
1.1050295e-07,EVENT_PEAK,540595920.0,2.976755e-08,B1.1,4.7558435e-05,201702170925
6.368754e-08,EVENT_END,540596400.0,2.976755e-08,,6.929707e-05,201702170925
2.3869012e-08,POST_EVENT,540599400.0,,,,201702170925
1.1468306e-07,EVENT_START,540719280.0,1.1358422e-07,,5.8067242e-05,201702181948
1.5616983e-07,EVENT_PEAK,540719520.0,1.1358422e-07,B1.5,6.627e-05,201702181948
1.2905488e-07,EVENT_END,540719820.0,1.1358422e-07,,8.207536e-05,201702181948
1.1240911e-07,POST_EVENT,540721380.0,,,,201702181948
1.1874334e-07,EVENT_START,540754320.0,1.1848628e-07,,7.845673e-05,201702190532
2.157177e-07,EVENT_PEAK,540754860.0,1.1848628e-07,B2.1,0.00012886453,201702190532
1.5718074e-07,EVENT_END,540755400.0,1.1848628e-07,,0.00019145047,201702190532
1.18450814e-07,POST_EVENT,540758280.0,,,,201702190532
1.6928021e-07,EVENT_START,540766800.0,1.6547335e-07,,7.443632e-05,201702190900
2.3467828e-07,EVENT_PEAK,540767160.0,1.6547335e-07,B2.3,0.00012930692,201702190900
2.211795e-07,EVENT_START,540767400.0,2.211795e-07,,9.531266e-05,201702190910
2.4730411e-07,EVENT_PEAK,540768420.0,2.211795e-07,B2.4,0.0002985211,201702190910
2.32595e-07,EVENT_END,540769320.0,2.211795e-07,,0.0004715709,201702190910
2.181986e-07,POST_EVENT,540769860.0,,,,201702190910
1.2949263e-07,EVENT_START,540782400.0,1.284643e-07,,8.1857936e-05,201702191320
1.858791e-07,EVENT_PEAK,540783180.0,1.284643e-07,B1.8,0.00016971142,201702191320
1.5320684e-07,EVENT_END,540783720.0,1.284643e-07,,0.00022854166,201702191320
1.2609085e-07,POST_EVENT,540784140.0,,,,201702191320
7.395794e-08,EVENT_START,540793440.0,7.4093194e-08,,4.340448e-05,201702191624
1.0988969e-07,EVENT_PEAK,540793980.0,7.4093194e-08,B1.0,7.624797e-05,201702191624
8.727061e-08,EVENT_END,540794640.0,7.4093194e-08,,0.0001234138,201702191624
8.1510755e-08,EVENT_START,540794760.0,8.160604e-08,,4.0763218e-05,201702191646
1.5724233e-07,EVENT_PEAK,540795000.0,8.160604e-08,B1.5,5.6512366e-05,201702191646
1.05541694e-07,EVENT_END,540795360.0,8.160604e-08,,7.697081e-05,201702191646
8.15584e-08,POST_EVENT,540795540.0,,,,201702191646
6.900181e-08,EVENT_START,540796920.0,6.7766216e-08,,2.980565e-05,201702191722
1.2344431e-07,EVENT_PEAK,540797100.0,6.7766216e-08,B1.2,4.347395e-05,201702191722
8.7181206e-08,EVENT_END,540797520.0,6.7766216e-08,,6.620817e-05,201702191722
6.776155e-08,POST_EVENT,540798180.0,,,,201702191722
7.348191e-08,EVENT_START,540835380.0,7.642018e-08,,4.870461e-05,201702200403
1.731335e-07,EVENT_PEAK,540836460.0,7.642018e-08,B1.7,0.00016811803,201702200403
1.2359205e-07,EVENT_END,540837300.0,7.642018e-08,,0.00025670766,201702200403
7.601828e-08,POST_EVENT,540839640.0,,,,201702200403
5.8251988e-08,EVENT_START,540861660.0,5.624932e-08,,3.7268237e-05,201702201121
3.2585413e-07,EVENT_PEAK,540862140.0,5.624932e-08,B3.2,0.00014418941,201702201121
1.747033e-07,EVENT_END,540862680.0,5.624932e-08,,0.00022238486,201702201121
1.1637705e-07,EVENT_START,540863460.0,1.1312753e-07,,6.550749e-05,201702201151
2.6735e-07,EVENT_PEAK,540863760.0,1.1312753e-07,B2.6,0.00010959896,201702201151
1.7095512e-07,EVENT_END,540864120.0,1.1312753e-07,,0.00014366367,201702201151
1.0818354e-07,POST_EVENT,540864540.0,,,,201702201151
8.358557e-08,EVENT_START,540867720.0,8.509212e-08,,5.401683e-05,201702201302
1.1766027e-07,EVENT_PEAK,540868140.0,8.509212e-08,B1.1,6.761285e-05,201702201302
9.70584e-08,EVENT_END,540868560.0,8.509212e-08,,9.213163e-05,201702201302
8.371334e-08,POST_EVENT,540868860.0,,,,201702201302
7.2629035e-08,EVENT_START,540870060.0,7.229887e-08,,5.311205e-05,201702201341
4.0779256e-07,EVENT_PEAK,540870480.0,7.229887e-08,B4.0,0.00013295109,201702201341
1.730934e-07,EVENT_END,540870720.0,7.229887e-08,,0.00014333669,201702201341
7.1468754e-08,POST_EVENT,540871800.0,,,,201702201341
6.846138e-08,EVENT_START,540871980.0,6.9588005e-08,,2.689881e-05,201702201413
5.8110396e-07,EVENT_PEAK,540872700.0,6.9588005e-08,B5.8,0.000305947,201702201413
2.6656565e-07,EVENT_END,540873180.0,6.9588005e-08,,0.00041084006,201702201413
6.915527e-08,POST_EVENT,540875580.0,,,,201702201413
7.8764195e-08,EVENT_START,540881460.0,7.989547e-08,,4.50656e-05,201702201651
2.6077694e-07,EVENT_PEAK,540882180.0,7.989547e-08,B2.6,0.00015771373,201702201651
1.5953955e-07,EVENT_END,540882780.0,7.989547e-08,,0.00023628767,201702201651
7.928789e-08,POST_EVENT,540886260.0,,,,201702201651
7.125027e-08,EVENT_START,540894000.0,6.8560055e-08,,3.491333e-05,201702202020
1.1642943e-07,EVENT_PEAK,540894240.0,6.8560055e-08,B1.1,4.7880298e-05,201702202020
8.525046e-08,EVENT_END,540894600.0,6.8560055e-08,,6.433895e-05,201702202020
6.696943e-08,POST_EVENT,540894840.0,,,,201702202020
7.0421464e-08,EVENT_START,540903420.0,7.6911945e-08,,4.8870443e-05,201702202257
1.0636948e-07,EVENT_PEAK,540903840.0,7.6911945e-08,B1.0,6.0332535e-05,201702202257
8.455386e-08,EVENT_END,540904140.0,7.6911945e-08,,7.076396e-05,201702202257
8.298035e-08,EVENT_START,540904200.0,8.709885e-08,,3.5955072e-05,201702202310
1.4960642e-07,EVENT_PEAK,540904440.0,8.709885e-08,B1.4,6.128099e-05,201702202310
1.13239146e-07,EVENT_END,540904800.0,8.709885e-08,,8.244382e-05,201702202310
8.627551e-08,POST_EVENT,540905760.0,,,,201702202310
7.6551174e-08,NO_STATUS,540910320.0,7.4192876e-08,,3.5845074e-05,201702210052
1.1590017e-07,NO_STATUS,540910560.0,7.4192876e-08,,4.8927708e-05,201702210052
8.8599855e-08,NO_STATUS,540911160.0,7.4192876e-08,,9.085492e-05,201702210052
7.3182996e-08,NO_STATUS,540911460.0,,,,201702210052
7.093711e-08,NO_STATUS,540925680.0,7.3724664e-08,,4.741531e-05,201702210508
2.1334516e-07,NO_STATUS,540926520.0,7.3724664e-08,,0.0001496591,201702210508
1.2773637e-07,NO_STATUS,540926880.0,7.3724664e-08,,0.00017464875,201702210508
8.981681e-08,NO_STATUS,540931200.0,9.464558e-08,,3.7143258e-05,201702210640
1.9474764e-07,NO_STATUS,540931500.0,9.464558e-08,,8.0868725e-05,201702210640
1.281008e-07,NO_STATUS,540931860.0,9.464558e-08,,0.00010587833,201702210640
9.383796e-08,NO_STATUS,540932460.0,,,,201702210640
7.2417436e-08,NO_STATUS,540940800.0,7.191222e-08,,5.0126066e-05,201702210920
1.3182279e-07,NO_STATUS,540941280.0,7.191222e-08,,6.988973e-05,201702210920
9.2270845e-08,NO_STATUS,540941520.0,7.191222e-08,,7.542598e-05,201702210920
7.103133e-08,NO_STATUS,540941880.0,,,,201702210920
6.6651566e-08,NO_STATUS,540947760.0,6.981576e-08,,4.1730007e-05,201702211116
1.4476004e-07,NO_STATUS,540948180.0,6.981576e-08,,5.959462e-05,201702211116
8.446663e-08,NO_STATUS,540948360.0,8.815629e-08,,5.0670234e-05,201702211126
8.57497e-08,NO_STATUS,540948420.0,6.981576e-08,,6.47396e-05,201702211116
1.990929e-07,NO_STATUS,540948840.0,8.815629e-08,,8.6781394e-05,201702211126
6.8094764e-08,NO_STATUS,540949080.0,8.815629e-08,,9.086708e-05,201702211126
6.622215e-08,NO_STATUS,540949140.0,,,,201702211126
8.1923076e-08,NO_STATUS,540950640.0,8.665191e-08,,5.7364898e-05,201702211204
1.4408687e-07,NO_STATUS,540951180.0,8.665191e-08,,9.127687e-05,201702211204
1.0790798e-07,NO_STATUS,540951840.0,8.665191e-08,,0.00014978262,201702211204
8.6369774e-08,NO_STATUS,540952260.0,,,,201702211204
6.468807e-08,NO_STATUS,540957000.0,7.382507e-08,,4.7857135e-05,201702211350
1.9510429e-07,NO_STATUS,540957660.0,7.382507e-08,,0.00010857528,201702211350
1.1693664e-07,NO_STATUS,540958440.0,7.382507e-08,,0.00019291393,201702211350
7.079067e-08,NO_STATUS,540959340.0,,,,201702211350
6.188318e-08,NO_STATUS,540960900.0,6.159636e-08,,3.2247935e-05,201702211455
1.17756265e-07,NO_STATUS,540961260.0,6.159636e-08,,5.743997e-05,201702211455
7.7238305e-08,NO_STATUS,540961560.0,6.159636e-08,,6.706818e-05,201702211455
6.152639e-08,NO_STATUS,540963600.0,,,,201702211455
5.3220372e-08,NO_STATUS,540988980.0,5.4481767e-08,,3.694607e-05,201702212243
2.0918912e-07,NO_STATUS,540989580.0,5.4481767e-08,,0.0001080489,201702212243
1.2266304e-07,NO_STATUS,540990360.0,5.4481767e-08,,0.00019820823,201702212243
6.935303e-08,EVENT_START,540999240.0,6.981542e-08,,4.083709e-05,201702220134
5.3023314e-07,EVENT_PEAK,541000260.0,6.981542e-08,B5.3,0.00034161843,201702220134
2.691481e-07,EVENT_END,541001040.0,6.981542e-08,,0.0005596648,201702220134
6.966168e-08,POST_EVENT,541004760.0,,,,201702220134
6.2565746e-08,EVENT_START,541040280.0,6.300442e-08,,4.583575e-05,201702221258
3.586096e-06,EVENT_PEAK,541042020.0,6.300442e-08,C3.5,0.0035347024,201702221258
1.7195279e-06,EVENT_END,541042680.0,6.300442e-08,,0.004559764,201702221258
6.190015e-08,POST_EVENT,541047780.0,,,,201702221258
6.708889e-08,EVENT_START,541048020.0,6.6647644e-08,,4.651813e-05,201702221507
1.10711255e-07,EVENT_PEAK,541048500.0,6.6647644e-08,B1.1,6.565767e-05,201702221507
8.285796e-08,EVENT_END,541048980.0,6.6647644e-08,,9.286515e-05,201702221507
6.6484304e-08,POST_EVENT,541049340.0,,,,201702221507
6.282802e-08,EVENT_START,541069260.0,6.396244e-08,,4.386318e-05,201702222101
3.6114824e-07,EVENT_PEAK,541069980.0,6.396244e-08,B3.6,0.00016799226,201702222101
1.8785892e-07,EVENT_END,541070400.0,6.396244e-08,,0.00021970362,201702222101
6.3924354e-08,POST_EVENT,541071300.0,,,,201702222101
6.078707e-08,EVENT_START,541082580.0,5.8855356e-08,,3.6532063e-05,201702230043
2.469366e-07,EVENT_PEAK,541083420.0,5.8855356e-08,B2.4,0.00017403327,201702230043
2.3771449e-07,EVENT_START,541083540.0,2.3771449e-07,,0.00011510631,201702230059
3.2593368e-07,EVENT_PEAK,541083900.0,2.3771449e-07,B3.2,0.00017224632,201702230059
2.4424574e-07,EVENT_END,541084260.0,2.3771449e-07,,0.00022048487,201702230059
2.242092e-07,POST_EVENT,541084320.0,,,,201702230059
1.7173699e-07,EVENT_START,541085100.0,1.6803934e-07,,7.615307e-05,201702230125
2.4188287e-07,EVENT_PEAK,541085340.0,1.6803934e-07,B2.4,0.00010178585,201702230125
1.8059788e-07,EVENT_END,541085640.0,1.6803934e-07,,0.00012418805,201702230125
1.6769268e-07,POST_EVENT,541085700.0,,,,201702230125
6.860791e-08,EVENT_START,541110840.0,6.7154545e-08,,3.7029644e-05,201702230834
1.2464147e-07,EVENT_PEAK,541111260.0,6.7154545e-08,B1.2,6.6090375e-05,201702230834
9.0955524e-08,EVENT_END,541111800.0,6.7154545e-08,,0.00010318876,201702230834
6.664886e-08,POST_EVENT,541112520.0,,,,201702230834
7.238703e-08,EVENT_START,541117920.0,7.413175e-08,,4.731865e-05,201702231032
3.630977e-07,EVENT_PEAK,541119240.0,7.413175e-08,B3.6,0.0003293704,201702231032
2.101594e-07,EVENT_END,541120080.0,7.413175e-08,,0.00049423095,201702231032
7.403884e-08,POST_EVENT,541124280.0,,,,201702231032
5.3110053e-08,EVENT_START,541131300.0,5.0827467e-08,,4.7510362e-05,201702231415
1.6205642e-07,EVENT_PEAK,541132080.0,5.0827467e-08,B1.6,0.00012254369,201702231415
1.0506396e-07,EVENT_END,541133040.0,5.0827467e-08,,0.00022189379,201702231415
8.1530175e-08,EVENT_START,541134540.0,7.9518834e-08,,4.3731932e-05,201702231509
1.331119e-07,EVENT_PEAK,541134840.0,7.9518834e-08,B1.3,5.6608205e-05,201702231509
8.467857e-08,EVENT_END,541135080.0,7.9518834e-08,,6.168892e-05,201702231509
7.551073e-08,POST_EVENT,541135140.0,,,,201702231509
7.311075e-08,EVENT_START,541153920.0,7.440775e-08,,3.9842456e-05,201702232032
1.1167302e-06,EVENT_PEAK,541155180.0,7.440775e-08,C1.1,0.00073894433,201702232032
5.755619e-07,EVENT_END,541156680.0,7.440775e-08,,0.0017709269,201702232032
7.2662885e-08,POST_EVENT,541165380.0,,,,201702232032
6.420005e-08,EVENT_START,541166520.0,6.279045e-08,,3.5704055e-05,201702240002
8.951593e-07,EVENT_PEAK,541167120.0,6.279045e-08,B8.9,0.0002468251,201702240002
2.3755726e-07,EVENT_END,541167360.0,6.279045e-08,,0.00026107853,201702240002
6.201956e-08,POST_EVENT,541174020.0,,,,201702240002
6.586276e-08,EVENT_START,541188180.0,6.633135e-08,,3.1618405e-05,201702240603
1.03613104e-07,EVENT_PEAK,541188420.0,6.633135e-08,B1.0,4.1691204e-05,201702240603
7.102521e-08,EVENT_END,541188660.0,6.633135e-08,,4.595272e-05,201702240603
6.544638e-08,POST_EVENT,541188720.0,,,,201702240603
1.2374175e-08,EVENT_START,541422540.0,1.0744065e-08,,3.2679305e-05,201702262309
2.1600664e-07,EVENT_PEAK,541423080.0,1.0744065e-08,B2.1,7.341969e-05,201702262309
9.525373e-08,EVENT_END,541423560.0,1.0744065e-08,,0.00010859326,201702262309
6.716663e-08,EVENT_START,541480200.0,6.741937e-08,,4.4629145e-05,201702271510
1.07285715e-07,EVENT_PEAK,541480800.0,6.741937e-08,B1.0,7.629254e-05,201702271510
1.0373422e-07,EVENT_START,541480980.0,1.0373422e-07,,4.03399e-05,201702271523
1.2286857e-07,EVENT_PEAK,541481400.0,1.0373422e-07,B1.2,7.666304e-05,201702271523
1.106998e-07,EVENT_END,541481820.0,1.0373422e-07,,0.00010367593,201702271523
1.02891136e-07,POST_EVENT,541482240.0,,,,201702271523
6.19009e-08,EVENT_START,541487340.0,6.035163e-08,,5.0656927e-05,201702271709
2.0558288e-07,EVENT_PEAK,541488180.0,6.035163e-08,B2.0,0.00015389347,201702271709
1.4478633e-07,EVENT_START,541489680.0,1.4478633e-07,,5.3311458e-05,201702271748
1.6193303e-07,EVENT_PEAK,541490280.0,1.4478633e-07,B1.6,0.00012725986,201702271748
1.4136072e-07,EVENT_END,541490520.0,1.4478633e-07,,0.0001357415,201702271748
1.3821979e-07,POST_EVENT,541490580.0,,,,201702271748
4.9810378e-08,EVENT_START,541497780.0,5.1074686e-08,,4.122362e-05,201702272003
7.5231014e-07,EVENT_PEAK,541498620.0,5.1074686e-08,B7.5,0.0003802757,201702272003
3.319692e-07,EVENT_END,541499160.0,5.1074686e-08,,0.0005385975,201702272003
9.257189e-08,EVENT_START,541503360.0,9.3445706e-08,,3.1573163e-05,201702272136
1.946625e-07,EVENT_PEAK,541503540.0,9.3445706e-08,B1.9,5.9041315e-05,201702272136
1.2716761e-07,EVENT_END,541503780.0,9.3445706e-08,,6.667137e-05,201702272136
9.153687e-08,POST_EVENT,541504320.0,,,,201702272136
7.9178584e-08,EVENT_START,541507920.0,7.846255e-08,,5.0456387e-05,201702272252
1.1601651e-07,EVENT_PEAK,541508460.0,7.846255e-08,B1.1,7.7950426e-05,201702272252
9.853471e-08,EVENT_START,541509720.0,9.853471e-08,,3.1516494e-05,201702272322
1.1212805e-07,EVENT_PEAK,541509900.0,9.853471e-08,B1.1,4.4355304e-05,201702272322
1.0300958e-07,EVENT_START,541510020.0,1.0300958e-07,,5.4361382e-05,201702272327
1.23937e-07,EVENT_PEAK,541510440.0,1.0300958e-07,B1.2,7.4850825e-05,201702272327
1.0863798e-07,EVENT_END,541510680.0,1.0300958e-07,,8.13691e-05,201702272327
1.1566841e-07,EVENT_START,541511280.0,1.176788e-07,,7.485194e-05,201702272348
1.4532071e-07,EVENT_START,541513620.0,1.4159096e-07,,9.020669e-05,201702280027
3.9663996e-07,EVENT_PEAK,541514640.0,1.4159096e-07,B3.9,0.0003562167,201702280027
2.5423654e-07,EVENT_END,541515360.0,1.4159096e-07,,0.00051706866,201702280027
1.4110638e-07,POST_EVENT,541516740.0,,,,201702280027
1.3339853e-07,EVENT_START,541523640.0,1.3217024e-07,,6.908129e-05,201702280314
2.1467622e-07,EVENT_PEAK,541524060.0,1.3217024e-07,B2.1,0.00011605259,201702280314
1.554077e-07,EVENT_END,541524360.0,1.3217024e-07,,0.00013515753,201702280314
1.2631747e-07,POST_EVENT,541524600.0,,,,201702280314
6.021986e-08,EVENT_START,541527960.0,6.1732344e-08,,4.9316634e-05,201702280426
2.521109e-07,EVENT_PEAK,541528680.0,6.1732344e-08,B2.5,0.00013746404,201702280426
1.5537883e-07,EVENT_END,541529280.0,6.1732344e-08,,0.0002089462,201702280426
6.083875e-08,POST_EVENT,541532100.0,,,,201702280426
1.4614686e-07,EVENT_START,541536000.0,1.5546269e-07,,9.674599e-05,201702280640
2.3485089e-07,EVENT_PEAK,541536660.0,1.5546269e-07,B2.3,0.00017943946,201702280640
1.9149381e-07,EVENT_END,541537140.0,1.5546269e-07,,0.00024044313,201702280640
1.5383425e-07,POST_EVENT,541537560.0,,,,201702280640
4.1763602e-08,EVENT_START,541553880.0,4.7893984e-08,,3.8602837e-05,201702281138
6.1635905e-07,EVENT_PEAK,541554660.0,4.7893984e-08,B6.1,0.00029823094,201702281138
3.2226507e-07,EVENT_END,541556160.0,4.7893984e-08,,0.00082311075,201702281138
4.7713648e-08,POST_EVENT,541560840.0,,,,201702281138
5.107168e-08,EVENT_START,541577400.0,5.073896e-08,,3.97868e-05,201702281810
1.05521835e-07,EVENT_PEAK,541577940.0,5.073896e-08,B1.0,6.386675e-05,201702281810
7.597381e-08,EVENT_END,541579140.0,5.073896e-08,,0.00014715234,201702281810
5.0394096e-08,POST_EVENT,541581780.0,,,,201702281810
5.294176e-08,EVENT_START,541612980.0,5.2806328e-08,,3.5243556e-05,201703010403
1.5549196e-07,EVENT_PEAK,541613520.0,5.2806328e-08,B1.5,7.999324e-05,201703010403
9.179708e-08,EVENT_END,541614120.0,5.2806328e-08,,0.00012551235,201703010403
7.01335e-08,EVENT_START,541614600.0,7.737141e-08,,3.20762e-05,201703010430
1.3092058e-07,EVENT_PEAK,541614780.0,7.737141e-08,B1.3,4.5821856e-05,201703010430
8.673795e-08,EVENT_END,541615080.0,7.737141e-08,,5.6831064e-05,201703010430
7.3237494e-08,POST_EVENT,541615200.0,,,,201703010430
4.490366e-08,EVENT_START,541626900.0,4.5699966e-08,,2.940496e-05,201703010755
2.141508e-07,EVENT_PEAK,541627200.0,4.5699966e-08,B2.1,5.22885e-05,201703010755
1.0786606e-07,EVENT_END,541627440.0,4.5699966e-08,,5.8760463e-05,201703010755
6.211456e-08,EVENT_START,541645440.0,6.227974e-08,,4.061579e-05,201703011304
1.3672778e-07,EVENT_PEAK,541646040.0,6.227974e-08,B1.3,8.777375e-05,201703011304
5.5575423e-08,EVENT_END,541646520.0,6.227974e-08,,0.000116767806,201703011304
5.1587634e-08,POST_EVENT,541646580.0,,,,201703011304
1.8133269e-08,EVENT_START,543480360.0,1.88611e-08,,3.193288e-05,201703221846
1.7507288e-07,EVENT_PEAK,543481080.0,1.88611e-08,B1.7,0.00011050392,201703221846
8.694415e-08,EVENT_END,543481680.0,1.88611e-08,,0.0001609538,201703221846
1.7330395e-08,POST_EVENT,543482520.0,,,,201703221846
1.4634936e-08,EVENT_START,543751320.0,1.05345705e-08,,3.734396e-05,201703252202
1.8764219e-07,EVENT_PEAK,543751920.0,1.05345705e-08,B1.8,8.971246e-05,201703252202
8.630432e-08,EVENT_END,543752340.0,1.05345705e-08,,0.00011564681,201703252202
9.575456e-09,POST_EVENT,543753840.0,,,,201703252202
2.2373339e-08,EVENT_START,543756600.0,1.8832312e-08,,2.7468326e-05,201703252330
1.4621926e-07,EVENT_PEAK,543757080.0,1.8832312e-08,B1.4,6.9977425e-05,201703252330
6.962133e-08,EVENT_END,543757620.0,1.8832312e-08,,0.0001038134,201703252330
1.7563735e-08,POST_EVENT,543758160.0,,,,201703252330
4.1610093e-08,EVENT_START,543815640.0,4.1678746e-08,,2.8027847e-05,201703261554
1.09929275e-07,EVENT_PEAK,543815880.0,4.1678746e-08,B1.0,3.939453e-05,201703261554
6.8067955e-08,EVENT_END,543816360.0,4.1678746e-08,,6.289751e-05,201703261554
3.9956902e-08,POST_EVENT,543816960.0,,,,201703261554
5.0759983e-08,EVENT_START,543835260.0,5.4766964e-08,,2.3670465e-05,201703262121
2.8698017e-07,EVENT_PEAK,543835680.0,5.4766964e-08,B2.8,0.00013788455,201703262121
1.5791564e-07,EVENT_END,543836400.0,5.4766964e-08,,0.0002516909,201703262121
7.326675e-08,EVENT_START,543838380.0,7.681335e-08,,4.9632326e-05,201703262213
1.1100218e-07,EVENT_PEAK,543838800.0,7.681335e-08,B1.1,6.198385e-05,201703262213
8.855425e-08,EVENT_END,543839100.0,7.681335e-08,,7.283622e-05,201703262213
7.325464e-08,POST_EVENT,543839340.0,,,,201703262213
5.8663993e-08,EVENT_START,543841080.0,5.6781175e-08,,3.457765e-05,201703262258
1.05689026e-07,EVENT_PEAK,543841380.0,5.6781175e-08,B1.0,4.6238434e-05,201703262258
9.2308646e-08,EVENT_START,543841920.0,9.2308646e-08,,2.4627347e-05,201703262312
1.2969389e-07,EVENT_PEAK,543842220.0,9.2308646e-08,B1.2,6.1608094e-05,201703262312
1.0223965e-07,EVENT_END,543842520.0,9.2308646e-08,,7.416286e-05,201703262312
8.9868664e-08,POST_EVENT,543842820.0,,,,201703262312
1.09449225e-07,EVENT_START,543843840.0,1.1358329e-07,,7.397549e-05,201703262344
8.588364e-08,EVENT_START,543878040.0,8.644893e-08,,5.0745646e-05,201703270914
4.0028544e-07,EVENT_PEAK,543878580.0,8.644893e-08,B4.0,0.00015343908,201703270914
2.0062762e-07,EVENT_END,543879000.0,8.644893e-08,,0.00020895012,201703270914
8.507838e-08,POST_EVENT,543881340.0,,,,201703270914
7.9376285e-08,EVENT_START,543881580.0,7.883364e-08,,4.50085e-05,201703271013
1.291449e-07,EVENT_PEAK,543882060.0,7.883364e-08,B1.2,7.399242e-05,201703271013
1.0192701e-07,EVENT_END,543882420.0,7.883364e-08,,9.25994e-05,201703271013
9.015218e-08,EVENT_START,543884580.0,9.8893146e-08,,8.3339924e-05,201703271103
2.8606946e-06,EVENT_PEAK,543885120.0,9.8893146e-08,C2.8,0.00083122146,201703271103
1.1963268e-06,EVENT_END,543885480.0,9.8893146e-08,,0.0010991895,201703271103
9.841232e-08,POST_EVENT,543891600.0,,,,201703271103
